Unnamed: 0,departure_airport_id,destination_airport_id,airline_id,distance
12797,ALC,EDI,U2,1975
12798,ALC,GLA,U2,1976
12799,ALC,GVA,U2,1040
12800,ALC,LGW,U2,1430
12801,ALC,LPL,U2,1682
12802,ALC,LTN,U2,1511
12803,ALC,MAN,U2,1681
12804,ALC,NCL,U2,1865
12805,ALC,SEN,U2,1480
12806,AMS,BFS,U2,771
12807,AMS,BOD,U2,923
12808,AMS,BRS,U2,523
12809,AMS,BSL,U2,560
12810,AMS,EDI,U2,666
12811,AMS,FCO,U2,1296
12812,AMS,GLA,U2,717
12813,AMS,GVA,U2,681
12814,AMS,LGW,U2,364
12815,AMS,LIS,U2,1846
12816,AMS,LPL,U2,523
12817,AMS,LTN,U2,353
12818,AMS,MAN,U2,486
12820,AMS,NCL,U2,522
12821,AMS,PRG,U2,705
12822,AMS,SEN,U2,290
12823,AMS,STN,U2,312
12824,AMS,SXF,U2,594
12825,ARN,GVA,U2,1682
12826,ATH,EDI,U2,2848
12827,ATH,FCO,U2,1086
12828,ATH,GVA,U2,1731
12829,ATH,HAM,U2,2045
12830,ATH,LGW,U2,2393
12831,ATH,MAN,U2,2636
12833,ATH,ORY,U2,2105
12834,ATH,SXF,U2,1797
12835,BCN,BFS,U2,1606
12836,BCN,BRS,U2,1179
12837,BCN,BSL,U2,822
12838,BCN,CDG,U2,858
12839,BCN,GVA,U2,637
12840,BCN,LGW,U2,1109
12841,BCN,LPL,U2,1388
12842,BCN,LTN,U2,1190
12843,BCN,LYS,U2,548
12845,BCN,NCE,U2,496
12846,BCN,NCL,U2,1552
12847,BCN,SEN,U2,1147
12848,BCN,SXF,U2,1504
12849,BDS,BSL,U2,1132
12850,BDS,GVA,U2,1137
12852,BEG,FCO,U2,733
12853,BEG,GVA,U2,1115
12856,BFS,AGP,U2,2003
12857,BFS,ALC,U2,1870
12858,BFS,AMS,U2,771
12859,BFS,BCN,U2,1606
12860,BFS,BHX,U2,383
12861,BFS,BRS,U2,432
12862,BFS,CDG,U2,868
12863,BFS,EDI,U2,230
12864,BFS,FAO,U2,1966
12865,BFS,GLA,U2,176
12866,BFS,KRK,U2,1825
12867,BFS,LGW,U2,561
12868,BFS,LPL,U2,264
12869,BFS,LTN,U2,496
12870,BFS,MAN,U2,295
12871,BFS,MLA,U2,2623
12872,BFS,NCE,U2,1559
12873,BFS,NCL,U2,292
12875,BFS,STN,U2,527
12877,BHX,BFS,U2,383
12883,BIO,GVA,U2,782
12884,BIO,LIS,U2,724
12885,BIO,MAN,U2,1118
12886,BIO,STN,U2,982
12888,BLQ,CDG,U2,830
12889,BLQ,LGW,U2,1126
12890,BOD,AMS,U2,923
12891,BOD,BRS,U2,743
12892,BOD,BRU,U2,778
12893,BOD,BSL,U2,704
12894,BOD,GVA,U2,553
12895,BOD,LGW,U2,703
12897,BOD,LIS,U2,968
12898,BOD,LTN,U2,783
12899,BOD,LYS,U2,464
12901,BOD,NCE,U2,644
12902,BRI,CDG,U2,1414
12903,BRI,LGW,U2,1708
12905,BRS,AGP,U2,1641
12906,BRS,ALC,U2,1466
12907,BRS,AMS,U2,523
12908,BRS,BCN,U2,1179
12909,BRS,BFS,U2,432
12910,BRS,BOD,U2,743
12911,BRS,CDG,U2,458
12912,BRS,CFU,U2,2182
12913,BRS,CPH,U2,1117
12914,BRS,EDI,U2,509
12915,BRS,FAO,U2,1650
12916,BRS,FCO,U2,1557
12918,BRS,FUE,U2,2713
12919,BRS,GLA,U2,511
12920,BRS,GVA,U2,862
12921,BRS,HER,U2,2845
12922,BRS,INV,U2,690
12923,BRS,KEF,U2,1817
12924,BRS,KRK,U2,1584
12925,BRS,LIS,U2,1487
12926,BRS,MAD,U2,1214
12927,BRS,MJV,U2,1520
12928,BRS,NCE,U2,1135
12929,BRS,NCL,U2,412
12931,BRS,PRG,U2,1200
12932,BRS,PSA,U2,1301
12933,BRS,SXF,U2,1117
12934,BRS,TFS,U2,2841
12935,BRS,TLS,U2,914
12936,BRU,BOD,U2,778
12937,BRU,BSL,U2,429
12938,BRU,GVA,U2,532
12939,BRU,LGW,U2,328
12940,BRU,LYS,U2,577
12942,BRU,NAP,U2,1345
12943,BRU,NCE,U2,831
12944,BRU,SXF,U2,644
12945,BRU,TLS,U2,842
12946,BSL,AGP,U2,1563
12948,BSL,ALC,U2,1225
12949,BSL,AMS,U2,560
12950,BSL,BCN,U2,822
12951,BSL,BDS,U2,1132
12952,BSL,BOD,U2,704
12953,BSL,BRU,U2,429
12954,BSL,BUD,U2,880
12956,BSL,CPH,U2,959
12957,BSL,CTA,U2,1282
12958,BSL,DRS,U2,599
12959,BSL,EDI,U2,1191
12960,BSL,FAO,U2,1728
12961,BSL,FCO,U2,743
12962,BSL,FUE,U2,2816
12963,BSL,HAM,U2,693
12964,BSL,KEF,U2,2576
12965,BSL,KRK,U2,937
12966,BSL,LGW,U2,684
12967,BSL,LIS,U2,1663
12968,BSL,LPA,U2,2950
12969,BSL,MAD,U2,1186
12970,BSL,MAN,U2,943
12972,BSL,NAP,U2,918
12973,BSL,NCE,U2,437
12975,BSL,OLB,U2,760
12976,BSL,OPO,U2,1463
12978,BSL,PRN,U2,1195
12980,BSL,SKG,U2,1459
12981,BSL,SPU,U2,817
12983,BSL,SXF,U2,683
12984,BSL,TFS,U2,3009
12985,BSL,TLS,U2,650
12986,BSL,VCE,U2,435
12987,BUD,BSL,U2,880
12988,BUD,CDG,U2,1247
12989,BUD,GVA,U2,1007
12990,BUD,LGW,U2,1465
12991,BUD,LTN,U2,1491
12992,BUD,SXF,U2,686
12998,CDG,AGP,U2,1485
13000,CDG,BCN,U2,858
13001,CDG,BFS,U2,868
13004,CDG,BLQ,U2,830
13005,CDG,BRI,U2,1414
13006,CDG,BRS,U2,458
13007,CDG,BUD,U2,1247
13008,CDG,CPH,U2,1003
13009,CDG,CTA,U2,1631
13010,CDG,EDI,U2,868
13011,CDG,GLA,U2,896
13012,CDG,KRK,U2,1246
13013,CDG,LGW,U2,307
13014,CDG,LIS,U2,1469
13015,CDG,LPL,U2,610
13016,CDG,LTN,U2,379
13017,CDG,MAD,U2,1064
13019,CDG,NAP,U2,1289
13020,CDG,NCE,U2,694
13021,CDG,OPO,U2,1231
13022,CDG,PRG,U2,852
13023,CDG,TFS,U2,2846
13024,CDG,TLS,U2,605
13025,CDG,VCE,U2,835
13026,CFU,BRS,U2,2182
13027,CFU,LGW,U2,2016
13028,CFU,LTN,U2,2070
13029,CFU,MAN,U2,2268
13030,CGN,LGW,U2,513
13031,CHQ,LGW,U2,2602
13032,CPH,BRS,U2,1117
13033,CPH,BSL,U2,959
13034,CPH,CDG,U2,1003
13035,CPH,EDI,U2,1000
13036,CPH,FCO,U2,1536
13037,CPH,GVA,U2,1138
13038,CPH,HAM,U2,279
13039,CPH,LGW,U2,984
13040,CPH,MAN,U2,994
13042,CPH,STN,U2,914
13043,CPH,SXF,U2,364
13044,CTA,BSL,U2,1282
13045,CTA,CDG,U2,1631
13046,CTA,GVA,U2,1223
13047,CTA,HAM,U2,1839
13048,CTA,LGW,U2,1938
13049,CTA,LTN,U2,2005
13050,CTA,MAN,U2,2213
13052,CTA,NAP,U2,386
13053,DBV,EDI,U2,2146
13054,DBV,GVA,U2,1047
13055,DBV,LGW,U2,1690
13056,DBV,STN,U2,1703
13059,DRS,BSL,U2,599
13060,DTM,LTN,U2,551
13061,DUS,LGW,U2,484
13062,EDI,ALC,U2,1975
13063,EDI,AMS,U2,666
13064,EDI,ATH,U2,2848
13065,EDI,BFS,U2,230
13066,EDI,BRS,U2,509
13067,EDI,BSL,U2,1191
13068,EDI,CDG,U2,868
13069,EDI,CPH,U2,1000
13070,EDI,DBV,U2,2146
13071,EDI,GVA,U2,1264
13072,EDI,HAM,U2,892
13073,EDI,HER,U2,3147
13074,EDI,KEF,U2,1384
13075,EDI,KRK,U2,1670
13076,EDI,LGW,U2,573
13077,EDI,LIS,U2,1956
13078,EDI,LTN,U2,493
13079,EDI,LYS,U2,1280
13080,EDI,MAD,U2,1721
13081,EDI,MUC,U2,1330
13083,EDI,NAP,U2,2109
13084,EDI,NCE,U2,1559
13086,EDI,PRG,U2,1341
13087,EDI,SEN,U2,555
13088,EDI,STN,U2,509
13089,EDI,SXF,U2,1165
13090,EDI,TFS,U2,3276
13092,FAO,BFS,U2,1966
13093,FAO,BRS,U2,1650
13094,FAO,BSL,U2,1728
13095,FAO,GLA,U2,2113
13096,FAO,GVA,U2,1551
13097,FAO,LGW,U2,1687
13098,FAO,LPL,U2,1857
13099,FAO,LTN,U2,1756
13100,FAO,NCL,U2,2059
13101,FAO,ORY,U2,1547
13102,FAO,SEN,U2,1756
13103,FCO,AMS,U2,1296
13104,FCO,ATH,U2,1086
13105,FCO,BEG,U2,733
13106,FCO,BRS,U2,1557
13107,FCO,BSL,U2,743
13108,FCO,CPH,U2,1536
13109,FCO,GVA,U2,695
13110,FCO,HAM,U2,1326
13111,FCO,LGW,U2,1405
13113,FCO,LYS,U2,721
13115,FCO,NCE,U2,459
13117,FCO,ORY,U2,1088
13119,FCO,PRG,U2,936
13120,FCO,SKG,U2,909
13121,FCO,SXF,U2,1180
13122,FCO,TLS,U2,910
13126,FUE,BRS,U2,2713
13127,FUE,BSL,U2,2816
13128,FUE,LGW,U2,2770
13129,FUE,LPL,U2,2909
13130,GIB,LGW,U2,1717
13131,GLA,AGP,U2,2134
13132,GLA,ALC,U2,1976
13133,GLA,AMS,U2,717
13134,GLA,BFS,U2,176
13135,GLA,BRS,U2,511
13136,GLA,CDG,U2,896
13137,GLA,FAO,U2,2113
13138,GLA,JER,U2,756
13139,GLA,KGS,U2,3169
13140,GLA,LGW,U2,595
13141,GLA,LTN,U2,518
13143,GLA,STN,U2,538
13144,GLA,SXF,U2,1228
13145,GVA,AGP,U2,1380
13147,GVA,ALC,U2,1040
13148,GVA,AMS,U2,681
13149,GVA,ARN,U2,1682
13150,GVA,ATH,U2,1731
13151,GVA,BCN,U2,637
13152,GVA,BDS,U2,1137
13153,GVA,BEG,U2,1115
13155,GVA,BIO,U2,782
13156,GVA,BOD,U2,553
13157,GVA,BRS,U2,862
13158,GVA,BRU,U2,532
13159,GVA,BUD,U2,1007
13161,GVA,CPH,U2,1138
13162,GVA,CTA,U2,1223
13163,GVA,DBV,U2,1047
13164,GVA,EDI,U2,1264
13165,GVA,FAO,U2,1551
13166,GVA,FCO,U2,695
13167,GVA,HER,U2,2002
13168,GVA,IBZ,U2,905
13170,GVA,LGW,U2,714
13172,GVA,LIS,U2,1495
13173,GVA,LPL,U2,1016
13174,GVA,LTN,U2,783
13175,GVA,MAD,U2,1009
13176,GVA,MAN,U2,992
13177,GVA,NAP,U2,887
13178,GVA,NCE,U2,299
13180,GVA,OLB,U2,653
13181,GVA,OPO,U2,1308
13182,GVA,ORY,U2,393
13184,GVA,PRN,U2,1251
13186,GVA,SEN,U2,712
13187,GVA,SPU,U2,856
13189,GVA,SXF,U2,868
13190,GVA,TFS,U2,2832
13191,GVA,TLS,U2,472
13192,GVA,VCE,U2,490
13193,HAM,ATH,U2,2045
13194,HAM,BSL,U2,693
13195,HAM,CPH,U2,279
13196,HAM,CTA,U2,1839
13197,HAM,EDI,U2,892
13198,HAM,FCO,U2,1326
13199,HAM,LGW,U2,743
13200,HAM,LTN,U2,723
13201,HAM,MAN,U2,810
13203,HAM,NAP,U2,1453
13204,HAM,NCE,U2,1127
13206,HAM,VCE,U2,919
13207,HER,BRS,U2,2845
13208,HER,EDI,U2,3147
13209,HER,GVA,U2,2002
13210,HER,LGW,U2,2679
13211,HER,LTN,U2,2732
13212,HER,MAN,U2,2929
13214,HER,SXF,U2,2106
13215,IBZ,GVA,U2,905
13216,IBZ,LGW,U2,1370
13217,IBZ,LTN,U2,1452
13219,IBZ,SEN,U2,1412
13220,IBZ,STN,U2,1449
13221,INN,LGW,U2,941
13222,INV,BRS,U2,690
13223,INV,LGW,U2,753
13224,INV,LTN,U2,672
13225,IOM,LGW,U2,442
13226,IOM,LPL,U2,143
13227,JER,GLA,U2,756
13228,JER,LGW,U2,258
13229,JER,LPL,U2,461
13230,JER,NCL,U2,649
13231,JER,SEN,U2,333
13236,JTR,LGW,U2,2610
13237,JTR,MAN,U2,2854
13238,KEF,BRS,U2,1817
13239,KEF,BSL,U2,2576
13240,KEF,EDI,U2,1384
13241,KEF,LTN,U2,1861
13242,KEF,MAN,U2,1653
13243,KGS,GLA,U2,3169
13244,KGS,LGW,U2,2678
13245,KLX,LGW,U2,2348
13246,KRK,BFS,U2,1825
13247,KRK,BRS,U2,1584
13248,KRK,BSL,U2,937
13249,KRK,CDG,U2,1246
13250,KRK,EDI,U2,1670
13251,KRK,LGW,U2,1410
13252,KRK,LPL,U2,1593
13253,KRK,SEN,U2,1347
13255,LGW,ABZ,U2,685
13257,LGW,AGP,U2,1645
13259,LGW,ALC,U2,1430
13260,LGW,AMS,U2,364
13261,LGW,ATH,U2,2393
13262,LGW,BCN,U2,1109
13263,LGW,BFS,U2,561
13266,LGW,BLQ,U2,1126
13267,LGW,BOD,U2,703
13268,LGW,BRI,U2,1708
13269,LGW,BRU,U2,328
13270,LGW,BSL,U2,684
13271,LGW,BUD,U2,1465
13272,LGW,CDG,U2,307
13273,LGW,CFU,U2,2016
13274,LGW,CGN,U2,513
13275,LGW,CHQ,U2,2602
13276,LGW,CPH,U2,984
13277,LGW,CTA,U2,1938
13278,LGW,DBV,U2,1690
13280,LGW,DUS,U2,484
13281,LGW,EDI,U2,573
13283,LGW,FAO,U2,1687
13284,LGW,FCO,U2,1405
13286,LGW,FUE,U2,2770
13287,LGW,GIB,U2,1717
13288,LGW,GLA,U2,595
13289,LGW,GVA,U2,714
13290,LGW,HAM,U2,743
13291,LGW,HER,U2,2679
13292,LGW,IBZ,U2,1370
13293,LGW,INN,U2,941
13294,LGW,INV,U2,753
13295,LGW,IOM,U2,442
13296,LGW,JER,U2,258
13298,LGW,JTR,U2,2610
13299,LGW,KGS,U2,2678
13300,LGW,KLX,U2,2348
13301,LGW,KRK,U2,1410
13304,LGW,LIS,U2,1542
13305,LGW,LPA,U2,2878
13306,LGW,LUX,U2,483
13307,LGW,LYS,U2,717
13308,LGW,MAD,U2,1215
13310,LGW,MJV,U2,1487
13311,LGW,MLA,U2,2062
13313,LGW,MRS,U2,948
13314,LGW,MUC,U2,913
13316,LGW,NAP,U2,1592
13317,LGW,NCE,U2,1001
13318,LGW,NCL,U2,443
13320,LGW,OLB,U2,1361
13321,LGW,OPO,U2,1278
13322,LGW,OTP,U2,2078
13325,LGW,PRG,U2,1024
13326,LGW,PSA,U2,1147
13329,LGW,SKG,U2,2134
13330,LGW,SOF,U2,2011
13331,LGW,SPU,U2,1497
13333,LGW,SXB,U2,630
13334,LGW,SXF,U2,952
13335,LGW,TFS,U2,2912
13336,LGW,TLL,U2,1815
13337,LGW,TLS,U2,844
13338,LGW,VCE,U2,1117
13339,LGW,VIE,U2,1250
13340,LGW,VLC,U2,1296
13341,LGW,VRN,U2,1038
13342,LGW,ZAG,U2,1337
13343,LGW,ZRH,U2,753
13352,LIS,AMS,U2,1846
13353,LIS,BIO,U2,724
13354,LIS,BOD,U2,968
13355,LIS,BRS,U2,1487
13356,LIS,BSL,U2,1663
13357,LIS,CDG,U2,1469
13358,LIS,EDI,U2,1956
13360,LIS,GVA,U2,1495
13361,LIS,LGW,U2,1542
13362,LIS,LPL,U2,1687
13363,LIS,LTN,U2,1606
13364,LIS,LUX,U2,1710
13365,LIS,LYS,U2,1398
13366,LIS,MAD,U2,512
13368,LIS,NCE,U2,1468
13369,LIS,SXF,U2,2305
13370,LJU,STN,U2,1209
13371,LPA,BSL,U2,2950
13372,LPA,LGW,U2,2878
13374,LPL,AGP,U2,1856
13375,LPL,ALC,U2,1682
13376,LPL,AMS,U2,523
13377,LPL,BCN,U2,1388
13378,LPL,BFS,U2,264
13379,LPL,CDG,U2,610
13380,LPL,FAO,U2,1857
13381,LPL,FUE,U2,2909
13382,LPL,GVA,U2,1016
13383,LPL,IOM,U2,143
13384,LPL,JER,U2,461
13385,LPL,KRK,U2,1593
13386,LPL,LIS,U2,1687
13387,LPL,MAD,U2,1431
13388,LPL,NAP,U2,1887
13389,LPL,NCE,U2,1303
13392,LPL,SXF,U2,1101
13393,LTN,ABZ,U2,603
13394,LTN,AGP,U2,1721
13395,LTN,ALC,U2,1511
13396,LTN,AMS,U2,353
13397,LTN,BCN,U2,1190
13398,LTN,BFS,U2,496
13399,LTN,BOD,U2,783
13400,LTN,BUD,U2,1491
13401,LTN,CDG,U2,379
13402,LTN,CFU,U2,2070
13403,LTN,CTA,U2,2005
13404,LTN,DTM,U2,551
13405,LTN,EDI,U2,493
13406,LTN,FAO,U2,1756
13407,LTN,GLA,U2,518
13408,LTN,GVA,U2,783
13409,LTN,HAM,U2,723
13410,LTN,HER,U2,2732
13411,LTN,IBZ,U2,1452
13412,LTN,INV,U2,672
13413,LTN,KEF,U2,1861
13414,LTN,LIS,U2,1606
13415,LTN,MAD,U2,1291
13418,LTN,NCE,U2,1073
13420,LTN,PSA,U2,1212
13421,LTN,SXF,U2,948
13422,LTN,VCE,U2,1169
13423,LTN,ZRH,U2,806
13424,LUX,LGW,U2,483
13425,LUX,LIS,U2,1710
13428,LYS,BCN,U2,548
13431,LYS,BOD,U2,464
13432,LYS,BRU,U2,577
13433,LYS,EDI,U2,1280
13434,LYS,FCO,U2,721
13435,LYS,LGW,U2,717
13436,LYS,LIS,U2,1398
13437,LYS,MAD,U2,912
13438,LYS,NCE,U2,285
13440,LYS,OPO,U2,1214
13441,LYS,STN,U2,770
13442,LYS,SXF,U2,960
13443,LYS,TLS,U2,375
13444,LYS,VCE,U2,565
13445,MAD,BRS,U2,1214
13446,MAD,BSL,U2,1186
13447,MAD,CDG,U2,1064
13448,MAD,EDI,U2,1721
13449,MAD,GVA,U2,1009
13450,MAD,LGW,U2,1215
13451,MAD,LIS,U2,512
13452,MAD,LPL,U2,1431
13453,MAD,LTN,U2,1291
13454,MAD,LYS,U2,912
13456,MAD,SXF,U2,1853
13458,MAN,AGP,U2,1862
13459,MAN,ALC,U2,1681
13460,MAN,AMS,U2,486
13461,MAN,ATH,U2,2636
13462,MAN,BFS,U2,295
13463,MAN,BIO,U2,1118
13464,MAN,BSL,U2,943
13465,MAN,CFU,U2,2268
13466,MAN,CPH,U2,994
13467,MAN,CTA,U2,2213
13469,MAN,GVA,U2,992
13470,MAN,HAM,U2,810
13471,MAN,HER,U2,2929
13473,MAN,JTR,U2,2854
13474,MAN,KEF,U2,1653
13475,MAN,MLA,U2,2341
13476,MAN,MUC,U2,1130
13478,MAN,PRG,U2,1191
13479,MAN,SKG,U2,2368
13480,MAN,SOF,U2,2229
13481,MAN,SXF,U2,1063
13482,MAN,TFS,U2,3048
13483,MAN,VCE,U2,1366
13484,MJV,BRS,U2,1520
13485,MJV,LGW,U2,1487
13486,MLA,BFS,U2,2623
13487,MLA,LGW,U2,2062
13488,MLA,MAN,U2,2341
13489,MLA,NCL,U2,2464
13493,MRS,LGW,U2,948
13494,MUC,EDI,U2,1330
13495,MUC,LGW,U2,913
13496,MUC,MAN,U2,1130
13497,MUC,STN,U2,911
13530,NAP,BRU,U2,1345
13531,NAP,BSL,U2,918
13532,NAP,CDG,U2,1289
13533,NAP,CTA,U2,386
13534,NAP,EDI,U2,2109
13535,NAP,GVA,U2,887
13536,NAP,HAM,U2,1453
13537,NAP,LGW,U2,1592
13538,NAP,LPL,U2,1887
13540,NAP,NCE,U2,658
13541,NAP,ORY,U2,1278
13542,NAP,STN,U2,1624
13543,NAP,SXF,U2,1279
13544,NAP,VCE,U2,537
13545,NCE,BCN,U2,496
13546,NCE,BFS,U2,1559
13547,NCE,BOD,U2,644
13548,NCE,BRS,U2,1135
13549,NCE,BRU,U2,831
13550,NCE,BSL,U2,437
13551,NCE,CDG,U2,694
13552,NCE,EDI,U2,1559
13553,NCE,FCO,U2,459
13554,NCE,GVA,U2,299
13555,NCE,HAM,U2,1127
13556,NCE,LGW,U2,1001
13558,NCE,LIS,U2,1468
13559,NCE,LPL,U2,1303
13560,NCE,LTN,U2,1073
13561,NCE,LYS,U2,285
13562,NCE,NAP,U2,658
13563,NCE,NCL,U2,1417
13565,NCE,OLB,U2,360
13566,NCE,ORY,U2,674
13567,NCE,STN,U2,1051
13568,NCE,SXF,U2,1076
13569,NCE,TLS,U2,470
13570,NCE,VCE,U2,455
13571,NCL,AGP,U2,2052
13572,NCL,ALC,U2,1865
13573,NCL,AMS,U2,522
13574,NCL,BCN,U2,1552
13575,NCL,BFS,U2,292
13576,NCL,BRS,U2,412
13577,NCL,FAO,U2,2059
13578,NCL,JER,U2,649
13579,NCL,LGW,U2,443
13580,NCL,MLA,U2,2464
13581,NCL,NCE,U2,1417
13590,OLB,BSL,U2,760
13591,OLB,GVA,U2,653
13592,OLB,LGW,U2,1361
13594,OLB,NCE,U2,360
13595,OLB,SXF,U2,1312
13596,OPO,BSL,U2,1463
13597,OPO,CDG,U2,1231
13598,OPO,GVA,U2,1308
13599,OPO,LGW,U2,1278
13600,OPO,LYS,U2,1214
13601,ORY,ATH,U2,2105
13602,ORY,FAO,U2,1547
13603,ORY,FCO,U2,1088
13604,ORY,GVA,U2,393
13606,ORY,NAP,U2,1278
13607,ORY,NCE,U2,674
13609,ORY,PSA,U2,832
13610,ORY,SXF,U2,884
13611,ORY,TLS,U2,571
13612,ORY,VCE,U2,834
13613,OTP,LGW,U2,2078
13614,OVD,STN,U2,1036
13635,PRG,AMS,U2,705
13636,PRG,BRS,U2,1200
13637,PRG,CDG,U2,852
13638,PRG,EDI,U2,1341
13639,PRG,FCO,U2,936
13640,PRG,LGW,U2,1024
13641,PRG,MAN,U2,1191
13643,PRG,STN,U2,999
13644,PRN,BSL,U2,1195
13645,PRN,GVA,U2,1251
13646,PSA,BRS,U2,1301
13647,PSA,LGW,U2,1147
13648,PSA,LTN,U2,1212
13649,PSA,ORY,U2,832
13650,PSA,SXF,U2,994
13656,SEN,AGP,U2,1706
13657,SEN,ALC,U2,1480
13658,SEN,AMS,U2,290
13659,SEN,BCN,U2,1147
13660,SEN,EDI,U2,555
13661,SEN,FAO,U2,1756
13662,SEN,GVA,U2,712
13663,SEN,IBZ,U2,1412
13664,SEN,JER,U2,333
13665,SEN,KRK,U2,1347
13667,SEN,SXF,U2,882
13668,SEN,VCE,U2,1089
13669,SKG,BSL,U2,1459
13670,SKG,FCO,U2,909
13671,SKG,LGW,U2,2134
13672,SKG,MAN,U2,2368
13673,SKG,SXF,U2,1501
13674,SOF,LGW,U2,2011
13675,SOF,MAN,U2,2229
13676,SOF,STN,U2,2011
13677,SOF,SXF,U2,1305
13678,SPU,BSL,U2,817
13679,SPU,GVA,U2,856
13680,SPU,LGW,U2,1497
13681,STN,AGP,U2,1731
13682,STN,AMS,U2,312
13683,STN,BFS,U2,527
13684,STN,BIO,U2,982
13686,STN,CPH,U2,914
13687,STN,DBV,U2,1703
13688,STN,EDI,U2,509
13689,STN,GLA,U2,538
13690,STN,IBZ,U2,1449
13691,STN,LJU,U2,1209
13692,STN,LYS,U2,770
13693,STN,MUC,U2,911
13694,STN,NAP,U2,1624
13695,STN,NCE,U2,1051
13696,STN,OVD,U2,1036
13698,STN,PRG,U2,999
13699,STN,SOF,U2,2011
13704,SXB,LGW,U2,630
13705,SXF,AGP,U2,2243
13706,SXF,AMS,U2,594
13707,SXF,ATH,U2,1797
13708,SXF,BCN,U2,1504
13709,SXF,BRS,U2,1117
13710,SXF,BRU,U2,644
13711,SXF,BSL,U2,683
13712,SXF,BUD,U2,686
13714,SXF,CPH,U2,364
13715,SXF,EDI,U2,1165
13716,SXF,FCO,U2,1180
13717,SXF,GLA,U2,1228
13718,SXF,GVA,U2,868
13719,SXF,HER,U2,2106
13720,SXF,LGW,U2,952
13721,SXF,LIS,U2,2305
13722,SXF,LPL,U2,1101
13723,SXF,LTN,U2,948
13724,SXF,LYS,U2,960
13725,SXF,MAD,U2,1853
13726,SXF,MAN,U2,1063
13728,SXF,NAP,U2,1279
13729,SXF,NCE,U2,1076
13730,SXF,OLB,U2,1312
13731,SXF,ORY,U2,884
13733,SXF,PSA,U2,994
13734,SXF,SEN,U2,882
13735,SXF,SKG,U2,1501
13736,SXF,SOF,U2,1305
13737,SXF,SZG,U2,511
13738,SXF,TFS,U2,3671
13739,SXF,VCE,U2,769
13740,SZG,SXF,U2,511
13741,TFS,BRS,U2,2841
13742,TFS,BSL,U2,3009
13743,TFS,CDG,U2,2846
13744,TFS,EDI,U2,3276
13745,TFS,GVA,U2,2832
13746,TFS,LGW,U2,2912
13747,TFS,MAN,U2,3048
13748,TFS,SXF,U2,3671
13749,TLL,LGW,U2,1815
13751,TLS,BRS,U2,914
13752,TLS,BRU,U2,842
13753,TLS,BSL,U2,650
13754,TLS,CDG,U2,605
13755,TLS,FCO,U2,910
13756,TLS,GVA,U2,472
13757,TLS,LGW,U2,844
13759,TLS,LYS,U2,375
13760,TLS,NCE,U2,470
13762,TLS,ORY,U2,571
13763,VCE,BSL,U2,435
13764,VCE,CDG,U2,835
13765,VCE,GVA,U2,490
13766,VCE,HAM,U2,919
13767,VCE,LGW,U2,1117
13768,VCE,LTN,U2,1169
13769,VCE,LYS,U2,565
13770,VCE,MAN,U2,1366
13771,VCE,NAP,U2,537
13772,VCE,NCE,U2,455
13773,VCE,ORY,U2,834
13774,VCE,SEN,U2,1089
13775,VCE,SXF,U2,769
13776,VIE,LGW,U2,1250
13777,VLC,LGW,U2,1296
13778,VRN,LGW,U2,1038
13779,ZAG,LGW,U2,1337
13780,ZRH,LGW,U2,753
13781,ZRH,LTN,U2,806
13828,SKG,ATH,U6,299
13861,ABZ,LHR,UN,647
13864,AGP,VKO,UN,3760
13899,EDI,LHR,UN,533
13902,FCO,VKO,UN,2369
13903,FRA,VKO,UN,2008
13905,HER,VKO,UN,2432
13923,LHR,ABZ,UN,647
13924,LHR,EDI,UN,533
13925,LHR,MAN,UN,242
13926,LHR,VKO,UN,2502
13927,MAD,VKO,UN,3401
13928,MAN,LHR,UN,242
13936,ODS,VKO,UN,1117
13937,ORY,VKO,UN,2468
13945,RIX,VKO,UN,832
13954,VCE,VKO,UN,2069
13956,VIE,VKO,UN,1637
13958,VKO,AGP,UN,3760
13959,VKO,FCO,UN,2369
13960,VKO,FRA,UN,2008
13961,VKO,HER,UN,2432
13967,VKO,LHR,UN,2502
13968,VKO,MAD,UN,3401
13971,VKO,ODS,UN,1117
13972,VKO,ORY,UN,2468
13973,VKO,RIX,UN,832
13974,VKO,VCE,UN,2069
13975,VKO,VIE,UN,1637
14046,AGP,CDG,UX,1485
14047,AGP,IBZ,UX,570
14048,AGP,MAD,UX,429
14052,ALC,TFS,UX,1870
14053,AMS,MAD,UX,1460
14055,BCN,CDG,UX,858
14056,BCN,MAD,UX,482
14057,BCN,OTP,UX,1980
14059,BCN,PRG,UX,1358
14063,BIO,CDG,UX,761
14064,BIO,IBZ,UX,609
14065,BIO,LPA,UX,2042
14066,BIO,MAD,UX,319
14071,BRU,MAD,UX,1315
14072,CDG,AGP,UX,1485
14073,CDG,BCN,UX,858
14074,CDG,BIO,UX,761
14075,CDG,GOT,UX,1156
14077,CDG,VLC,UX,1085
14078,FCO,MAD,UX,1329
14079,FRA,MAD,UX,1422
14080,FUE,MAD,UX,1633
14082,IBZ,MAD,UX,458
14086,LGW,MAD,UX,1215
14087,LIS,MAD,UX,512
14088,LPA,BIO,UX,2042
14089,LPA,MAD,UX,1764
14093,MAD,AGP,UX,429
14094,MAD,AMS,UX,1460
14095,MAD,BCN,UX,482
14096,MAD,BIO,UX,319
14098,MAD,BRU,UX,1315
14099,MAD,FCO,UX,1329
